wave,curationPriorityBand,examRank,examTier,sourceFilename,questionNumber,page,primaryTopicId,primarySubtopicId,confidence,matchedTerms,style,stemExcerpt,questionHash,reviewDecision,reviewNote
wave1,P1_PRIMARY,15,A2 - muito alta,analista_judiciario_analise_de_sistemas (1).pdf,27,8,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.64,Java/JakartaEE,CODE_TRACE,Analise o código Java a seguir. import java.util.Arrays; class xSort { void xsort(int array[]) { int size = array.length; for (int step = 1; step < size; step++) { int key = array[step]; int j = step - 1; while (j >= 0 && key < array[j]) { array[j + 1] = array[j]; --j; } array[j + 1] = key; System.out.println(Arrays.to,b24a8341e0e44c2630f9ef4805f286b1a92e7ae6414e32e2e7add79b73c34f4b,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,59,16,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.98,Containers,ASSERTION_SET,"Com o avanço da virtualização e a busca por maior eficiência no uso de recursos computacionais, os containers se tornaram uma alternativa leve e portátil às tradicionais máquinas virtuais. Essa tecnologia permite a criação de ambientes isolados para execução de aplicações, com vantagens significativas em desempenho, es",8f9a2e70203da6fef71abbd09544d19da334f850f59a2aa8fec8d4df8d56e0ea,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,63,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.98,Scrum,DIRECT_KNOWLEDGE,"Scrum é um framework leve baseado em empirismo que ajuda pessoas, times e organizações a gerar valor por meio de soluções adaptativas para problemas complexos. Sobre o Scrum, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) No início da Sprint, é realizada uma reunião para planejar o ",a9c4c5edd45d2afb08d56bcae1595ab671afda919100127c26527c307e465878,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,66,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.98,Git,CONCEPT_COMPARISON,"Leia a descrição a seguir. “É uma cópia de um repositório existente para o seu próprio namespace ou conta, permitindo realizar alterações e experimentar o projeto livremente, pois a cópia é totalmente sua e você tem permissão para fazer push para ela”. O elemento do sistema de controle de versão git correspondente à de",c44a01c530b3c44c26f6df4848f935441eb041f9f8664dec99540858cd6774a5,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,75,19,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.98,IA/ML,DIRECT_KNOWLEDGE,"No campo da inteligência artificial, os agentes desempenham papel central como entidades capazes de perceber o ambiente, tomar decisões e agir com base em metas definidas. Compreender sua estrutura e tipos é fundamental para o desenvolvimento de sistemas inteligentes. Assinale a afirmativa que descreve corretamente uma",0303ec8e610b659faf7939355bceb24cc0734ace85a75783eb12a627a0d107f5,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,77,20,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-propriedades,0.98,Propriedades/transações,DIRECT_KNOWLEDGE,"Durante a apuração mensal da folha de pagamento de um órgão público, o sistema de recursos humanos executa diversas transações simultâneas para calcular valores de vencimentos e benefícios com base em registros atualizados de frequência, licenças e adicionais. O gestor de TI detectou um problema: em determinados moment",0d4ce31eafc103adedb4d92dad5816959fca1cc8b90b5b6dfa24ad038bf710ce,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,80,20,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.8575,IA/ML; Modelos de IA,DIRECT_KNOWLEDGE,"No âmbito jurídico, é possível deparar-se com situações em que é necessário identificar decisões judiciais com valores indenizatórios atípicos, sem dispor de um banco de dados pré-classificado como ""normal"" ou ""anômalo"". Para alertar sobre esses casos, sem empregar dados históricos rotulados, a técnica de machine learn",816f35bfd5f9b805802b76116b16b7417fb6c30392c0615be6f1c233acce0528,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,58,16,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.8,Dados/Big Data,SCENARIO,"O TCE-PE busca soluções que otimizem o desenvolvimento de sistemas próprios voltados ao controle externo da administração pública. Nesse contexto, imagine que a equipe técnica do Tribunal precise criar uma nova aplicação institucional com funcionalidades específicas de auditoria e análise de dados. O desenvolvimento se",ba119b1d6c9503856fbd06ee53906613ebc9cd2e9e2c6331bb33d091f6670293,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,17,5,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-mining,0.79,Data mining,ASSERTION_SET,"Em um estudo técnico baseado em um grande conjunto de dados, foram empregadas técnicas de aprendizado de máquina e análise estatística para identificar padrões e outras informações. Entretanto, os resultados foram questionados, pois, embora tenha sido demonstrada existência de correlação, não foi estabelecida relação d",f3ce4ed85e595b44b2a0a2664a3496ac01c5a44ed9260ab2b66de08bdc0eaf1c,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,18,5,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.75,LLM/IA generativa,CONCEPT_COMPARISON,"Os grandes modelos de linguagem, também conhecidos como LLMs (Large Language Model), (A) empregam uma tabela numérica para representar cada palavra, o que possibilita reconhecer relações entre palavras, como vocábulos com significados semelhantes. (B) correspondem a um conjunto de redes neurais em que cada uma consiste",f933285f67359a2326ded68adb6cee8bda52758d567d59a33855969727053c11,PENDING,
wave2,P2_HIGH,16,B - alta,TCE - PE - analista_de_controle_externo_tecnologia_da_informacao.pdf,69,18,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-ddl,0.74,DDL,DIRECT_KNOWLEDGE,"SQL é uma linguagem de banco de dados abrangente que inclui comandos para definição de dados (DDL - Data Definition Language), manipulação de dados (DML - Data Manipulation Language), controle (DCL – Data Control Language), dentre outros. Neste contexto, avalie as afirmativas a seguir e assinale (V) para verdadeira e (",b56c6cfd6b3fdc3635f34893bcc6c5331bd08bfdc658a88d79a45f181933988d,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,42,8,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-projetos,0.98,Projetos,DIRECT_KNOWLEDGE,"As estruturas organizacionais assumem muitas formas ou tipos. De acordo com o PMBOK 6ª edição, o tipo de estrutura organizacional na qual o gerente de projeto divide as responsabilidades com os gerentes funcionais para atribuição de prioridades e orientação do trabalho das pessoas alocadas no projeto é a (A) funcional.",27a0bb178101ca370f08ab4b46a6c22ded8a69e722d8596f229d1976c9453659,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,41,7,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-orientacao-objetos-web,0.89,Servidor web/aplicação,DIRECT_KNOWLEDGE,A interface javax.servlet.Servlet define métodos que são acionados durante o ciclo de vida padrão do servlet. O método service() desta interface (A) sincroniza o acesso aos recursos compartilhados. (B) libera todos os recursos alocados e utilizados pelo servlet. (C) é idempotente quando utilizado para gerar páginas JSP,45070bca6d9a838bcae70502600bb3b6c6216ae30acb0b63f8f1b60555d33fff,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,43,8,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-dados-web,0.89,XML/XSLT/XPath,DIRECT_KNOWLEDGE,A XML (Extensible Markup Language) é um tipo de linguagem de marcação que representa informações no formato texto. Sua gramática permite que comentários sejam adicionados para ajudar na compreensão dos documentos XML. O fragmento que representa um comentário permitido pela gramática XML é (A) /* comentário */ (B) // co,b61a51dfdab1ab73823fc817466961e68e6e8c8f58aee1f18f2b3882660637b0,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,46,8,dp26-p3-esp-seguranca,dp26-p3-esp-si-acesso,0.82,Acesso/autenticação,DIRECT_KNOWLEDGE,"As VPNs permitem que empresas utilizem redes de comunicação públicas e não confiáveis para trafegar informações de forma segura. A suíte de protocolos utilizada para configurar conexões VPN e que opera na camada de rede do modelo OSI e provê autenticação em nível da rede, verificação da integridade de dados e transmiss",0fb2f4022fe09779a25e42be89593e060201633ff096e2259623a32948db71ed,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,44,8,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.8,Java/JakartaEE,DIRECT_KNOWLEDGE,"Marcos está trabalhando em um projeto de sistemas em Java e quer garantir que o atributo de uma classe seja inicializado apenas uma vez e que seu valor não possa ser modificado posteriormente. Na linguagem de programação Java, esse atributo deve ser definido com o modificador (A) abstract. (B) default. (C) final. (D) n",dc5c32b9b587d52dd5336e465a5145f7b5828858e790a56dffbffc2e7d8dab3e,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,53,9,dp26-p3-esp-seguranca,dp26-p3-esp-si-riscos,0.8,Riscos/ameaças,SCENARIO,"A norma NBR ISO/IEC 27005:2019 fornece diretrizes para a gestão de riscos de segurança da informação em uma organização. De acordo com esta norma, é conveniente que (A) o nível de risco seja determinado para todos os cenários de incidentes relevantes. (B) seja dada atenção unicamente a incidentes que causem consequênci",45dc4b992579648d025e19bc3a67630c212a045b07abea99aedf9ca2dcfef0ba,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,58,10,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,ASSERTION_SET,"O custo total da execução de uma consulta SQL inclui diversos componentes de custos. Em relação ao tema, analise as afirmativas a seguir: I. Custo de acesso ao armazenamento secundário é aquele que considera os custos de transferência (leitura e escritas) de blocos de dados entre o armazenamento de disco secundário e o",ce4fb999c47212aae68e8c97f9e9b1b0dcaa3869dfa4fae9a27693d122d43b68,PENDING,
wave2,P2_HIGH,17,B - alta,tecnico_de_gestao_administrativa_analista_de_sistemas.pdf,59,10,dp26-p3-esp-bi,dp26-p3-esp-bi-dw-etl-olap,0.8,Data Warehouse,ASSERTION_SET,"Os data warehouses e data marts possuem características técnicas próprias. Em relação ao tema, analise as afirmativas a seguir: I. Data warehouse de nível empresarial: oferecem múltiplas visões sobre bancos operacionais, as visões são materializadas para obter acessos mais seguros aos dados. II. Data mart: possuem um f",badfba080e545ec878529b14f6e6aa5904cebcfccd8bec511ca556ba1727a39a,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,38,9,dp26-p3-esp-seguranca,dp26-p3-esp-si-acesso,0.98,Acesso/autenticação; Mecanismo de segurança,DIRECT_KNOWLEDGE,"Para combater o spam e, principalmente, o phishing (fraude de identidade em e-mail), foram desenvolvidos métodos de autenticação que verificam a legitimidade do remetente. Assinale a opção que descreve corretamente o papel do DMARC (Domain- based Message Authentication, Reporting and Conformance) nesse processo. (A) O ",763f0d5a5b049c74b53b00bd8315316c75ce0baecfa0a7dddf3d35b5a76622f1,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,58,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.98,Git,DIRECT_KNOWLEDGE,"Em um repositório Git local, o fluxo de trabalho básico envolve três áreas conceituais principais: Diretório de Trabalho (Working Directory), Área de Staging (Staging Area, ou Index) e Repositório Git (Git Directory/Repository). Considere que você modificou um arquivo existente (projeto.txt) no seu Diretório de Trabalh",dd6eb171f673ba06c8402667d65d7421adb967feb5e4184acec3f2dd019765f5,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,54,11,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-propriedades,0.91,Propriedades/transações,DIRECT_KNOWLEDGE,"No contexto de gerenciamento de banco de dados relacional (RDBMS), as transações devem aderir às propriedades ACID para garantir a integridade e consistência dos dados, mesmo em caso de falhas no sistema. Assinale a opção que descreve corretamente a propriedade da Isolamento (Isolation). (A) Garante que uma transação c",753fb86e5eb8716b0a385cd9e6b59e7b78b372709fd29819650c19acd76134b9,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,60,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-mobile-lowcode,0.84,Mobile,DIRECT_KNOWLEDGE,"O Android passou por uma mudança significativa em seu ambiente de tempo de execução (runtime). Nas versões mais antigas (até o Android KitKat), a Dalvik Virtual Machine era utilizada para executar o bytecode dos aplicativos. A partir do Android Lollipop, um novo ambiente foi introduzido para substituir a Dalvik, oferec",2fa69a6872c8bb627798d9f6832fced240685281a6bedb1da58c1e5179d65aa8,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,25,6,dp26-p3-esp-seguranca,dp26-p3-esp-si-riscos,0.8,Riscos/ameaças,DIRECT_KNOWLEDGE,"No contexto de segurança da informação, mais especificamente sobre malwares, associe corretamente o cada item numerado no primeiro bloco (variando de 1 a 4) às lacunas do segundo bloco. 1. Cavalo de troia (trojan horse) 2. Verme (worm) 3. Bomba lógica (logic bomb) 4. Zumbi (zombie, bot) ( ) Execução autônoma com capaci",6874ada5a11172c280da947e61db3e9e1f196a0bfcdc6d99c985476f162ae1a9,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,37,8,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sql,0.8,SQL,DIRECT_KNOWLEDGE,"Em um banco de dados MySQL, o otimizador de consultas decide qual é a melhor forma de executar uma query. Para analisar o plano de execução e identificar gargalos de performance, assinale a opção que apresenta o comando SQL que é utilizado, e informação específica que pode indicar a necessidade de criação de um índice.",4b926d8c5f120d8a2436b99f4848769b8da80bab575e09bbe4b51dee0e631ee4,PENDING,
wave2,P2_HIGH,18,B - alta,2025 AMAZUL - analista_de_desenvolvimento_de_sistemas.pdf,44,10,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-linguagens-frameworks,0.64,Java/JakartaEE,CODE_TRACE,"A API de Streams do Java 8 introduziu uma nova forma de processar coleções de dados de maneira declarativa e, opcionalmente, paralela. Considere o seguinte trecho de código: Assinale a opção que apresenta o valor da variável resultado, após a execução deste código. (A) 12 (B) 24 (C) 42 (D) 36 (E) 18",9feb5f8d10aa8922e2922e8427e65615c2afc597878ab17b6dbf76dc1ff0d773,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,41,12,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-projetos,0.98,Projetos,ASSERTION_SET,"Ao longo de uma das reuniões para definição do Escritório de Projetos (PMO), foi solicitado aos seus responsáveis que explicassem, ao Conselho Administrativo, como os projetos podem dar um retorno tangível aos negócios da Brasil Eventos segundo o Guia PMBOK®. Com base nisso, analise os exemplos de elementos de valor de",19f04f956f76b509f079ee7021b200fedd853692cd8be9878fd53e3d89a90aa5,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,42,12,dp26-p3-esp-gestao-governanca,dp26-p3-esp-gov-projetos,0.98,Projetos,DIRECT_KNOWLEDGE,"Um dos projetos mais importantes da Brasil Eventos, da qual você faz parte como membro do time do projeto, tem enfrentado diversas dificuldades com relação às suas entregas. A Expert – Soluções em TI, consultoria contratada para auxiliar na solução, diagnosticou que o principal problema se refere à forma como o Gerente",dab14df0d400880bac4f45b83bbd8027836c8e7c192fd515f5833d49a45ed543,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,46,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-metodologias-ageis,0.98,Scrum,DIRECT_KNOWLEDGE,"Durante o processo de monitoramento do progresso de entregas no SCRUM, normalmente são utilizadas várias práticas úteis, como burndown e burnup. Essas práticas, contudo, não devem substituir (A) a medição de apontamento de horas e estimativa de entrega alinhada entre o Product Ower e o Scrum Master. (B) o cronograma es",04d9510ba3afb3fcf989194eef28881f17a5849bd60e548c341075f169241785,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,51,14,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-https-tls,0.98,HTTPS/SSL/TLS,SCENARIO,"Uma empresa do setor imobiliário está implantando uma nova infraestrutura de servidores para hospedar seus sites. Considere os seguintes pré-requisitos: I. os sites serão acessíveis por um único IP público, por meio dos protocolos HTTP e HTTPS, porém estarão instalados em servidores diferentes em seu datacenter; II. de",083b8979d9c17bc10893394e5a626e9aeedd9139a3700facef5b49c2dcb20e03,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,53,15,dp26-p3-esp-seguranca,dp26-p3-esp-si-politicas,0.98,Políticas/SGSI,SCENARIO,"Os executivos responsáveis por uma empresa decidiram, recentemente, migrar toda sua força de trabalho para o modelo de home-office. Para facilitar essa migração, os serviços de diretório de identidades e armazenamento de arquivos foram migrados para provedores de serviços externos (nuvem pública), em que os usuários tê",29106fac5b5913dddcbda690d84dcb09903e73146b478e2f68390e1e57d95906,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,62,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-frontend,0.98,Framework frontend,DIRECT_KNOWLEDGE,A linguagem Angular utiliza algumas classes para representar comportamentos. A classe que representa um componente que ainda não foi visitado é: (A) ng-dirty. (B) ng-touched. (C) ng-invalid. (D) ng-untouched. (E) ng-pristine.,5a6b0698e50a365ebc86e51e0357053f9e177f1c5b160c575d5cd1c4eea8f2af,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,64,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-devops-git,0.98,DevOps,SCENARIO,Você foi contratado para liderar uma equipe de DevOps. Um dos objetivos da sua liderança é aumentar a velocidade das entregas e a qualidade de novos recursos das aplicações utilizando o desenvolvimento orientado a testes. Assinale a opção que apresenta a ordem que descreve o ciclo de desenvolvimento orientado a testes.,59e51bff506aabb7734d31215a5501c82492d0997b62b213f2ecb433482b83e8,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,70,18,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.98,IA/ML,CONCEPT_COMPARISON,"Por um equívoco na checagem e apuração dos fatos, o principal telejornal do país divulgou em transmissão ao vivo em rede nacional um vídeo falso, consistente em montagem feita por meio de técnicas de Inteligência Artificial, no qual, supostamente, Jorge da Silva aparecia cometendo o crime de injúria racial em relação a",f8978a61ce8fbf6f3b1401202d09bc31c17b2090f56fd1cd15fd29a4aecf7958,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,63,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-design-arquitetura,0.94,Containers,DIRECT_KNOWLEDGE,"Uma instituição acadêmica está desenvolvendo um ambiente de laboratório virtual em kubernetes, com alta disponibilidade. O sistema provisiona automaticamente um novo pod quando um aluno se autentica. Um dos pré-requisitos do projeto é isolar os pods dos alunos em um pool de nodes exclusivo em alta disponibilidade. Assi",36eddea297f8c9994945cd9ae4463defdddde7fe49d790ab391beec51b576b00,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,65,18,dp26-p3-esp-seguranca,dp26-p3-esp-si-acesso,0.85,Acesso/autenticação,DIRECT_KNOWLEDGE,"O padrão SAML V2 define 3 tipos de declarações que podem ser transmitidas em uma afirmação. As declarações de autenticação (A) definem algo que o sujeito é autorizado a fazer. (B) descrevem, no mínimo, o método usado para autenticar e quando a autenticação ocorreu. (C) precisam ser codificadas utilizando o algoritmo XT",28ecdf0c9e811ae8cec9e7f821792027bd3d68681b1363a9492a0af68d5ecb8c,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,57,16,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-modelagem,0.74,Modelagem de dados,DIRECT_KNOWLEDGE,O sistema da ONG Bioma tem como finalidade catalogar as espécies de árvores relacionando a mata onde foram identificadas. Uma espécie de árvore existe em uma ou várias matas e as matas podem conter várias espécies de árvores. O SGBD utilizado é Oracle. O modelo a seguir apresenta a relação entre as entidades Arvore e M,2c01ddf017b4c1a993cfceeffc1d8efa4e27d9a913da9062168eb5cbfa678be1,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,47,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-orientacao-objetos-web,0.7,Orientação a objetos,DIRECT_KNOWLEDGE,"Os princípios de Orientação a Objetos e Design de Código são guiados pelos conceitos do acrônimo SOLID, em que cada letra descreve um princípio. Assinale a opção que indica o princípio que tem a preocupação com a falta de coesão e alto acoplamento. (A) Princípio da Substituição de Liskov. (B) Princípio da Segregação de",18eada9afd3494e9032c7ff5cd5fd0a0c84ce5e1d2f9a1515b45aab2f8f0c23c,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,54,15,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sgbd,0.69,SGBD,ASSERTION_SET,"O particionamento em um SGBD geralmente é empregado em tabelas com grande volume de dados. Como resultado desse processo são gerados conjuntos menores de dados. Essa configuração pode contribuir para melhor desempenho de consultas. Considere que, no banco de dados do sistema financeiro da empresa XPTO, exista uma tabel",eda886e88f55b2658c18b95f38140f455300bf4df9d753f9f9cf5782cad54871,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,55,15,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sgbd,0.69,SGBD,CONCEPT_COMPARISON,"O sistema de gerenciamento de banco de dados oferece ao administrador diferentes indicadores para obter informações sobre o ambiente. No caso do SGBD SQL Server, quando se trata de analisar a performance de consultas, um dos indicadores observados é o chamado tipo de espera (Wait Type). Considere que o sistema de contr",7236eb6540a64a751aed12235eb0b116d49cd2a4b93a05086fba48a0c7c965fb,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,59,17,dp26-p3-esp-banco-dados,dp26-p3-esp-bd-sgbd,0.69,SGBD,DIRECT_KNOWLEDGE,"O SGBD Oracle permite utilizar um mecanismo chamado hint, cuja finalidade é interferir na decisão automática do otimizador de consultas, instruindo-o a tomar decisões específicas, e forçando a mudança do plano de execução padrão. O database link é um objeto de esquema de banco de dados que permite acessar remotamente o",95d9a77cbd3d9c4f5ab38f1dc01cf98ebeda7232c7c32ef280078c1a036edd5e,PENDING,
wave2,P2_HIGH,19,B - alta,analista_legislativo_informatica_legislativa_analise_de_sistemas.pdf,61,17,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-padroes-dados-web,0.64,REST,DIRECT_KNOWLEDGE,"Na implementação de uma API REST, se precisarmos fazer uma chamada idempotente, o verbo mais adequado é (A) POST. (B) PATCH. (C) PUT. (D) DELETE. (E) OPTIONS.",401354e5eb96b1c1b339434e0ef8b241918e67090682092b2816ca4a1118ea60,PENDING,
wave2,P2_HIGH,20,B - alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_manha.pdf,33,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.82,IA/ML,DIRECT_KNOWLEDGE,"O resultado da aplicação de um algoritmo de Aprendizado de Máquina é um modelo que será usado para realizar predições. Quanto melhor o modelo gerado, mais precisas serão as predições. A precisão ou a acurácia de um modelo de Aprendizado de Máquina é medida por meio do método: (A) regressão; (B) treino e teste; (C) matr",4b0cb2fe22e7714df2ea7ccb48ff4f8c6131b79247b0571b57ddc2b04e047261,PENDING,
wave2,P2_HIGH,20,B - alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_manha.pdf,35,13,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.8,Dados/Big Data,DIRECT_KNOWLEDGE,"O analista Igor está explorando diversos dados sobre transações financeiras disponíveis no ambiente de big data da CVM. Para apoiar suas análises, Igor quer visualizar os dados em gráficos. Para analisar tendências, Igor deve usar o gráfico do tipo: (A) histograma (B) gauge (C) area (D) rede (E) treemap Raciocínio Lógi",d3adff59d3a8b2ece11f4840f146ebff68fbb886fa69261639098f1292d462d8,PENDING,
wave2,P2_HIGH,20,B - alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_manha.pdf,34,12,dp26-p3-esp-bi,dp26-p3-esp-bi-arquitetura,0.78,Arquitetura BI,DIRECT_KNOWLEDGE,"Maria, analista de mercado da CVM, precisa analisar milhares de negociações financeiras para obter insights e tomar decisões ao longo do dia. Maria apresentou a demanda para Tiago, o arquiteto de big data da CVM. Para processar as negociações financeiras como uma sequência de eventos no tempo, agrupando e filtrando os ",fcd345eaf01deff33856c5079608a0df792f778662fb90eeebc41ee0893159fb,PENDING,
wave2,P2_HIGH,20,B - alta,analista_cvm_perfil_8_ti_sistemas_e_desenvolvimento_manha.pdf,31,12,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.73,Dados/Big Data,DIRECT_KNOWLEDGE,Extrair conhecimento útil ou insights de dados massivos é um dos maiores desafios enfrentado pelos cientistas de dados. Uma das principais tarefas utilizadas para diminuir a complexidade desses dados é reduzir sua dimensionalidade preservando as características (features) mais importantes. No ciclo de vida de ciência d,97f2ebf692135147152535656749b837a4836b41437563866d660ef8150bc150,PENDING,
wave2,P2_HIGH,21,B - alta,analista_judiciario_tecnologia_da_informacao.pdf,56,11,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-arquitetura-software,0.99,SOA; Web services,CONCEPT_COMPARISON,"Um dos estilos de arquitetura de software mais usados nos últimos anos, dadas as suas vantagens em relação aos demais existentes, é a arquitetura orientada a serviços (Service-Oriented Architecture - SOA). A arquitetura orientada a serviços (SOA) (A) organiza a estrutura de um sistema como um conjunto de serviços indep",7590b7423cf703477d73438b57e863dec2aa1fea47554ac148189a2e63d49221,PENDING,
wave2,P2_HIGH,21,B - alta,analista_judiciario_tecnologia_da_informacao.pdf,41,9,dp26-p3-esp-desenvolvimento-sistemas,dp26-p3-esp-ia-dados-bigdata,0.98,IA/ML,DIRECT_KNOWLEDGE,"A divisão dos dados por ocasião das tarefas de aprendizado de máquina deve ser feita com todo critério técnico para evitar problemas nos modelos gerados. No contexto dessa divisão dos dados, assinale a afirmativa correta acerca do processo de overfitting em aprendizado de máquina. (A) O modelo generaliza bem para dados",bf6cffa47de8e8f40515be6046986554ed3357c33f517ffcd1bb7115c7661977,PENDING,
